,Carter Number,Name
brancad01,2,Adrian Branch
myerspe01,2,Pete Myers
johnsst02,3,Steffond Johnson
smithot01,3,Otis Smith
nuttde01,3,Dennis Nutt
martife01,3,Fernando Martin
dreilgr01,2,Greg Dreiling
wrighbr01,3,Brad Wright
skilesc01,3,Scott Skiles
biniojo01,3,Joe Binion
douglbr01,3,Bruce Douglas
jacksmy01,3,Myron Jackson
rowanro01,3,Ron Rowan
kitchcu01,3,Curtis Kitchen
hendece01,2,Cedric Henderson
mckenfo01,3,Forrest McKenzie
youngpe01,2,Perry Young
hendeke01,3,Kevin Henderson
turnean01,2,Andre Turner
mcqueco01,3,Cozell McQueen
singlmc01,3,McKinley Singleton
lamplji01,3,Jim Lampley
poleedw01,3,Dwayne Polee
polynol01,2,Olden Polynice
jacksma01,1,Mark Jackson
millere01,2,Reggie Miller
mckeyde01,2,Derrick McKey
andergr01,2,Greg Anderson
grantho01,2,Horace Grant
boguemu01,1,Muggsy Bogues
pippesc01,2,Scottie Pippen
acresma01,3,Mark Acres
frankte01,2,Tellis Frank
comegda01,3,Dallas Comegys
lohaubr01,2,Brad Lohaus
garlawi01,2,Winston Garland
normake01,2,Ken Norman
smithke01,2,Kenny Smith
hopsode01,3,Dennis Hopson
wheelcl01,3,Clinton Wheeler
jacksmi02,3,Michael Jackson
dudlech02,2,Chris Dudley
gilliar01,2,Armen Gilliam
johnske02,2,Kevin Johnson
lewisra01,2,Ralph Lewis
lewisre01,2,Reggie Lewis
donovbi01,2,Billy Donovan
wolfjo01,2,Joe Wolf
stroejo01,3,John Stroeder
wagnemi01,3,Milt Wagner
hoppeda01,2,Dave Hoppen
kofoeba01,2,Bart Kofoed
whiteto01,3,Tony White
willire01,2,Reggie Williams
nesslma01,3,Martin Nessley
farmeji01,3,Jim Farmer
colemno01,3,Norris Coleman
critewi01,2,Winston Crite
alforst01,3,Steve Alford
rothsc01,2,Scott Roth
hendeda01,3,Dave Henderson
wilsori02,3,Ricky Wilson
murphro01,3,Ronnie Murphy
whiteer01,3,Eric White
washidu01,2,Duane Washington
wilsoni01,3,Nikita Wilson
askewvi01,2,Vincent Askew
wadema01,3,Mark Wade
hugheed01,3,Eddie Hughes
blackna01,3,Nate Blackwell
welpch01,3,Chris Welp
moorero01,3,Ron Moore
gamblke01,2,Kevin Gamble
arlaujo01,3,Joe Arlauckas
walleja01,3,Jamie Waller
zevenph01,3,Phil Zevenbergen
moorean01,3,Andre Moore
winslri01,3,Rickie Winslow
rowsobr01,2,Brian Rowsom
rellfri01,3,Richard Rellford
johnska01,2,Kannard Johnson
murphto01,2,Tod Murphy
brooksc01,2,Scott Brooks
smitsri01,2,Rik Smits
shawbr01,2,Brian Shaw
longgr01,2,Grant Long
lesji01,2,Jim Les
chievde01,2,Derrick Chievous
stricro02,2,Rod Strickland
anderwi01,2,Willie Anderson
delnevi01,2,Vinny Del Negro
eacklle01,2,Ledell Eackles
maxweve01,2,Vernon Maxwell
hawkihe01,2,Hersey Hawkins
edwarke01,2,Kevin Edwards
richmmi01,2,Mitch Richmond
seikaro01,2,Rony Seikaly
morrich01,2,Chris Morris
chapmre01,2,Rex Chapman
leckner01,2,Eric Leckner
grandro01,2,Ron Grandison
smithch01,2,Charles Smith
grantha01,2,Harvey Grant
garrito01,3,Tom Garrick
grantga01,2,Gary Grant
shaskjo01,3,John Shasky
berryri01,3,Ricky Berry
perryti01,2,Tim Perry
langan01,2,Andrew Lang
shackch01,2,Charles Shackleford
bryanma01,2,Mark Bryant
graysy01,3,Sylvester Gray
majerda01,2,Dan Majerle
laneje01,3,Jerome Lane
wileymo01,2,Morlon Wiley
haleyja01,2,Jack Haley
ortizjo01,3,Jose Ortiz
willimi02,1,Micheal Williams
riverda01,3,David Rivers
fredean01,2,Anthony Frederick
johnsav01,2,Avery Johnson
jonessh01,3,Shelton Jones
keysra01,2,Randolph Keys
ferredu01,2,Duane Ferrell
jonesbi01,3,Bill Jones
starkjo01,2,John Starks
andermi01,3,Michael Anderson
stephev01,3,Everette Stephens
butlegr01,2,Greg Butler
gaineco01,2,Corey Gaines
nealcr01,3,Craig Neal
dembofe01,2,Fennis Dembo
davisma01,3,Mark Davis
perduwi01,2,Will Perdue
rivasra01,3,Ramon Rivas
mannida01,2,Danny Manning
kerrst01,2,Steve Kerr
horfoti01,3,Tito Horford
gillebe01,3,Ben Gillery
upshake01,3,Kelvin Upshaw
mitchto01,3,Todd Mitchell
tayloan01,3,Anthony Taylor
lockro01,3,Rob Lock
bowiean01,2,Anthony Bowie
tolbeto01,2,Tom Tolbert
ferrero01,3,Rolando Ferreira
grayeje01,2,Jeff Grayer
englewa01,3,Wayne Englestad
popsoda01,2,Dave Popson
pressdo01,3,Dominic Pressley
grahaor01,3,Orlando Graham
allenra01,3,Randy Allen
rowinji01,2,Jim Rowinski
smartke01,3,Keith Smart
champmi01,3,Mike Champion
woodda01,2,David Wood
rosero01,3,Rob Rose
mortori01,3,Richard Morton
sumptba01,3,Barry Sumpter
robinda01,2,David Robinson
edwarbl01,2,Blue Edwards
robincl02,1,Clifford Robinson
richapo01,2,Pooh Richardson
reidjr01,2,J.R. Reid
divacvl01,2,Vlade Divac
kingst01,2,Stacey King
elliose01,2,Sean Elliott
douglsh01,2,Sherman Douglas
kempsh01,2,Shawn Kemp
anderni01,2,Nick Anderson
armstbj01,2,B.J. Armstrong
barroda01,2,Dana Barros
mitchsa01,2,Sam Mitchell
hardati01,2,Tim Hardaway
lichtto01,3,Todd Lichti
ruddde01,2,Delaney Rudd
petrodr01,2,Drazen Petrovic
ricegl01,2,Glen Rice
marcisa01,2,Sarunas Marciulionis
brownch01,2,Chucky Brown
volkoal01,2,Alexander Volkov
anslemi01,3,Michael Ansley
martije01,3,Jeff Martin
grantgr01,2,Greg Grant
royaldo01,2,Donald Royal
smithmi01,2,Michael Smith
daviste01,2,Terry Davis
hammoto01,2,Tom Hammonds
battlke01,2,Kenny Battle
kornefr01,3,Frank Kornet
whitera01,3,Randy White
bennewi01,3,Winston Bennett
westdo01,2,Doug West
caldwad01,2,Adrian Caldwell
blaylmo01,2,Mookie Blaylock
irvinby01,2,Byron Irvin
johnser01,3,Eric Johnson
hortoed01,3,Ed Horton
mccloge01,2,George McCloud
haffnsc01,2,Scott Haffner
rothdo01,3,Doug Roth
mortojo01,3,John Morton
turnehe02,3,Henry Turner
morrimi01,3,Mike Morrison
payneke01,3,Kenny Payne
ellispe01,2,Pervis Ellison
dinkiby01,2,Byron Dinkins
quinnbr01,2,Brian Quinnett
sandeje01,2,Jeff Sanders
jacksja01,2,Jaren Jackson
paspaza01,3,Zarko Paspalj
meentsc01,3,Scott Meents
marblro01,2,Roy Marble
copella01,3,Lanard Copeland
leonaga01,2,Gary Leonard
masonan01,2,Anthony Mason
gervide01,3,Derrick Gervin
nixdy01,3,Dyron Nix
bucknst01,3,Steve Bucknall
tayloja01,3,Jay Taylor
brundst01,3,Stanley Brundy
brownra01,3,Raymond Brown
willimi03,3,Mike Williams
johnsna01,2,Nate Johnston
mccanme01,3,Mel McCants
legleti01,2,Tim Legler
mccanbo01,2,Bob McCann
kimbrst01,3,Stan Kimbrough
taylole01,3,Leonard Taylor
doziete01,2,Terry Dozier
mckinca01,2,Carlton McKinney
workmha01,2,Haywoode Workman
higgimi01,3,Mike Higgins
leboje01,3,Jeff Lebo
lettcl01,3,Clifford Lett
edwarja02,3,Jay Edwards
brynto01,3,Torgeir Bryn
shousde01,3,Dexter Shouse
vocega01,3,Gary Voce
paytoga01,2,Gary Payton
brownde01,1,Dee Brown
scottde01,2,Dennis Scott
gillke01,2,Kendall Gill
colesbi01,2,Bimbo Coles
ferryda01,2,Danny Ferry
spencfe01,2,Felton Spencer
simmoli01,2,Lionel Simmons
kesslal01,3,Alec Kessler
causwdu01,2,Duane Causwell
burtowi01,2,Willie Burton
liberma01,2,Marcus Liberty
willike03,2,Kenny Williams
colemde01,2,Derrick Coleman
buechju01,2,Jud Buechler
hillty01,2,Tyrone Hill
olivebr01,2,Brian Oliver
vaughlo01,2,Loy Vaught
engliaj01,2,A.J. English
paddige01,3,Gerald Paddio
hensost01,2,Steve Henson
abdulma02,2,Mahmoud Abdul-Rauf
callori01,3,Rick Calloway
maystr01,2,Travis Mays
smithto02,2,Tony Smith
knighne01,1,Negele Knight
winchke01,2,Kennard Winchester
cebalce01,2,Cedric Ceballos
pritcke01,2,Kevin Pritchard
mustaje01,2,Jerrod Mustaf
kimblbo01,2,Bo Kimble
cookan01,2,Anthony Cook
georgta01,3,Tate George
fostegr01,1,Greg Foster
willija01,2,Jayson Williams
cofferi01,2,Richard Coffey
campbel01,2,Elden Campbell
willisc01,2,Scott Williams
glassge01,2,Gerald Glass
higgise01,2,Sean Higgins
leeku01,3,Kurk Lee
robinru01,2,Rumeal Robinson
toolsan01,2,Andy Toolson
abdelal01,2,Alaa Abdelnaby
schindw01,2,Dwayne Schintzius
schefst01,2,Steve Scheffler
askinke01,2,Keith Askins
blankla01,2,Lance Blanks
millste01,2,Terry Mills
jamerda01,2,Dave Jamerson
jameshe01,2,Henry James
masseto01,2,Tony Massenburg
bonnean01,2,Anthony Bonner
vrankst01,2,Stojko Vrankovic
oggal01,3,Alan Ogg
eliema01,2,Mario Elie
palmewa01,3,Walter Palmer
thomair01,3,Irving Thomas
grandji01,3,Jim Grandholm
wilsotr01,2,Trevor Wilson
robinla01,2,Larry Robinson
jepsele01,3,Les Jepsen
osullda01,2,Dan O'Sullivan
bullama01,2,Matt Bullard
babicmi01,3,Milos Babic
munkch01,3,Chris Munk
godfrda01,2,Dan Godfread
wrighho02,3,Howard Wright
ballce01,3,Cedric Ball
wyndeaj01,2,A.J. Wynder
harrito01,2,Tony Harris
dawsoto01,2,Tony Dawson
lockhia01,2,Ian Lockhart
brandte01,2,Terrell Brandon
anthogr01,2,Greg Anthony
johnsla02,2,Larry Johnson
augmost01,2,Stacey Augmon
foxri01,2,Rick Fox
alexavi01,2,Victor Alexander
owensbi01,2,Billy Owens
grahapa01,2,Paul Graham
benoida01,2,David Benoit
maconma01,2,Mark Macon
stewala01,2,Larry Stewart
smithdo03,2,Doug Smith
packro01,2,Robert Pack
mutomdi01,2,Dikembe Mutombo
chilcpe01,2,Pete Chilcutt
suttogr01,2,Greg Sutton
longllu01,2,Luc Longley
davisda01,2,Dale Davis
anderke01,2,Kenny Anderson
smithst01,2,Steve Smith
brownra02,2,Randy Brown
roberst01,2,Stanley Roberts
lynchke01,2,Kevin Lynch
gatlich01,2,Chris Gatling
iuzzomi01,3,Mike Iuzzolino
hodgedo01,2,Donald Hodge
crowdco01,2,Corey Crowder
corchch01,2,Chris Corchiani
murdoer01,2,Eric Murdock
delebi01,2,Bison Dele
smithla02,2,LaBradford Smith
leedo01,3,Doug Lee
conloma01,2,Marty Conlon
herreca01,2,Carl Herrera
turnejo01,2,John Turner
mooretr01,2,Tracy Moore
kingri01,3,Rich King
perryel01,2,Elliot Perry
randama01,2,Mark Randall
monroro01,2,Rodney Monroe
brookke01,3,Kevin Brooks
thomach01,3,Charles Thomas
greense01,2,Sean Green
copato01,3,Tom Copa
austiis01,2,Isaac Austin
ellisle02,2,LeRon Ellis
howarbr01,3,Brian Howard
oliveji01,2,Jimmy Oliver
mayesth01,3,Tharon Mayes
owenske01,3,Keith Owens
thompst01,3,Stephen Thompson
phillbo01,2,Bobby Phills
calipde01,3,Demetrius Calip
brownmy01,3,Myron Brown
strotla01,2,Lamont Strothers
eddiepa01,2,Patrick Eddie
huntece01,2,Cedric Hunter
bardost01,2,Steve Bardo
stronde01,2,Derek Strong
viannjo01,3,Joao Vianna
thomaca01,2,Carl Thomas
weathcl01,2,Clarence Weatherspoon
keefead01,2,Adam Keefe
maybele01,2,Lee Mayberry
aventan01,2,Anthony Avent
ellisla01,2,LaPhonso Ellis
laettch01,2,Christian Laettner
onealsh01,2,Shaquille O'Neal
guglito01,2,Tom Gugliotta
smithch03,2,Chris Smith
houstby01,2,Byron Houston
horryro01,2,Robert Horry
mournal01,2,Alonzo Mourning
peelean01,2,Anthony Peeler
sprewla01,2,Latrell Sprewell
daniell01,2,Lloyd Daniels
benneto01,2,Tony Bennett
bondwa01,2,Walter Bond
minerha01,2,Harold Miner
rooksse01,2,Sean Rooks
dayto01,2,Todd Day
pricebr01,2,Brent Price
coopedu01,2,Duane Cooper
macledo01,2,Don MacLean
williwa02,2,Walt Williams
sealyma01,2,Malik Sealy
milleol01,2,Oliver Miller
cambrde01,3,Dexter Cambridge
greenli01,2,Litterial Green
davishu01,2,Hubert Davis
howarst01,2,Stephen Howard
geigema01,2,Matt Geiger
murratr01,1,Tracy Murray
dumasri02,2,Richard Dumas
barryjo01,2,Jon Barry
overtdo01,2,Doug Overton
spencel01,2,Elmore Spencer
maxeyma01,2,Marlon Maxey
johnsda01,2,Dave Johnson
woodsra01,2,Randy Woods
crottjo01,2,John Crotty
macksa01,2,Sam Mack
stithbr01,2,Bryant Stith
willico01,2,Corey Williams
newbeme01,3,Melvin Newbern
guidija01,3,Jay Guidinger
werdaro01,2,Robert Werdann
jacksji01,2,Jim Jackson
blackal01,2,Alex Blackwell
morriis01,3,Isaiah Morris
smithre01,2,Reggie Smith
chrisdo01,1,Doug Christie
willilo01,2,Lorenzo Williams
curcira01,3,Radisav Curcic
spencan01,3,Andre Spencer
anderer01,2,Eric Anderson
vetragu01,2,Gundars Vetra
webbma01,2,Marcus Webb
pullaan01,3,Anthony Pullard
jennike01,3,Keith Jennings
courtjo01,2,Joe Courtney
englijo01,3,Jo Jo English
durhapa01,2,Pat Durham
jordath01,3,Thomas Jordan
othicma01,3,Matt Othick
steveba01,3,Barry Stevens
blantri01,3,Ricky Blanton
bakervi01,2,Vin Baker
hunteli01,1,Lindsey Hunter
hardaan01,2,Anfernee Hardaway
davisan01,1,Antonio Davis
jonespo01,2,Popeye Jones
vanexni01,2,Nick Van Exel
radjadi01,2,Dino Radja
houstal01,2,Allan Houston
brownpj01,2,P.J. Brown
mashbja01,2,Jamal Mashburn
rogerro01,2,Rodney Rogers
millsch01,2,Chris Mills
rideris01,2,Isaiah Rider
harrilu01,2,Lucious Harris
webbech01,2,Chris Webber
butlemi02,2,Mitchell Butler
kukocto01,2,Toni Kukoc
earlac01,2,Acie Earl
lynchge01,2,George Lynch
grahagr01,2,Greg Graham
kiddwa01,2,Warren Kidd
davisbr02,2,Brian Davis
blounco01,2,Corie Blount
russebr01,2,Bryon Russell
cassesa01,2,Sam Cassell
cheanca01,2,Calbert Cheaney
deherte01,2,Terry Dehere
wesleda01,2,David Wesley
robinja02,2,James Robinson
peplomi01,2,Mike Peplowski
muresgh01,2,Gheorghe Muresan
martibo01,2,Bob Martin
grantjo01,3,Josh Grant
burresc01,2,Scott Burrell
ellisha01,2,Harold Ellis
bradlsh01,2,Shawn Bradley
waltere01,2,Rex Walters
rileyer01,2,Eric Riley
johnser02,2,Ervin Johnson
whitnch01,2,Chris Whitney
meeda01,2,Darnell Mee
outlabo01,2,Bo Outlaw
haskisc01,2,Scott Haskin
harvean01,2,Antonio Harvey
jordare01,2,Reggie Jordan
burnsev01,3,Evers Burns
mackema01,3,Malcolm Mackey
madkige01,2,Gerald Madkins
mornida01,3,Darren Morningstar
petruri01,2,Richard Petruska
hurlebo01,2,Bobby Hurley
jacksst01,2,Stanley Jackson
edwardo01,2,Doug Edwards
wrighlu01,2,Luther Wright
kingch01,2,Chris King
thompke01,2,Kevin Thompson
towerke01,2,Keith Tower
wenstma01,2,Matt Wenstrom
currymi01,1,Michael Curry
gazean01,3,Andrew Gaze
alexaga01,3,Gary Alexander
fordal01,3,Alphonso Ford
jordaad01,2,Adonis Jordan
williaa01,2,Aaron Williams
guibean01,2,Andres Guibert
henrysk01,3,Skeeter Henry
graceri01,2,Ricky Grace
jentch01,2,Chris Jent
edwarbi01,2,Bill Edwards
dempsde01,2,Dell Demps
gallach01,2,Chad Gallagher
hammige01,2,Geert Hammink
smithmi02,2,Michael Smith
roseja01,1,Jalen Rose
piatker01,2,Eric Piatkowski
murrala01,1,Lamond Murray
grantbr01,2,Brian Grant
robingl01,2,Glenn Robinson
wrighsh01,2,Sharone Wright
kiddja01,1,Jason Kidd
persowe01,2,Wesley Person
montrer01,1,Eric Montross
hillgr01,1,Grant Hill
reevekh01,2,Khalid Reeves
roziecl01,2,Clifford Rozier
howarju01,2,Juwan Howard
jonesed02,2,Eddie Jones
alstode01,2,Derrick Alston
minorgr01,2,Greg Minor
tuckean01,3,Anthony Tucker
watsoja01,2,Jamie Watson
simpkdi01,2,Dickey Simpkins
dumasto01,2,Tony Dumas
tylerbj01,3,B.J. Tyler
mcilvji01,2,Jim McIlvaine
curlebi01,2,Bill Curley
childch01,1,Chris Childs
ruffitr01,2,Trevor Ruffin
rogerca01,2,Carlos Rogers
millean01,2,Anthony Miller
hancoda01,2,Darrin Hancock
mobleer01,3,Eric Mobley
mckieaa01,2,Aaron McKie
breauti01,2,Tim Breaux
willimo01,2,Monty Williams
mortodw01,3,Dwayne Morton
marshdo01,1,Donyell Marshall
thompbr01,2,Brooks Thompson
tabakza01,2,Zan Tabak
lorthry01,3,Ryan Lorthridge
martida01,2,Darrick Martin
eisleho01,2,Howard Eisley
newbiiv01,2,Ivano Newbill
fishma01,2,Matt Fish
slatere01,1,Reggie Slater
nwosuju01,3,Julius Nwosu
wingfdo01,2,Dontonio Wingfield
langan02,1,Antonio Lang
jonesas01,2,Askia Jones
wardch01,2,Charlie Ward
bazarse01,2,Sergei Bazarevich
harmoje01,3,Jerome Harmon
blackja01,2,James Blackwell
swinsaa01,2,Aaron Swinson
vinsofr01,2,Fred Vinson
stricma01,2,Mark Strickland
benneel01,2,Elmer Bennett
phelpde01,3,Derrick Phelps
armstda01,1,Darrell Armstrong
recasel01,2,Eldridge Recasner
hovasto01,2,Tom Hovasse
dareyi01,2,Yinka Dare
finlemi01,2,Michael Finley
smithjo02,2,Joe Smith
garneke01,2,Kevin Garnett
edneyty01,2,Tyus Edney
surabo01,2,Bob Sura
barrybr01,2,Brent Barry
hendeal01,2,Alan Henderson
reevebr01,2,Bryant Reeves
mcdyean01,2,Antonio McDyess
ratlith01,2,Theo Ratliff
thomaku01,2,Kurt Thomas
sabonar01,2,Arvydas Sabonis
meyerlo01,2,Loren Meyer
stackje01,2,Jerry Stackhouse
zidekge01,2,George Zidek
stoudda01,2,Damon Stoudamire
trentga01,2,Gary Trent
reiddo01,2,Don Reid
wallara01,2,Rasheed Wallace
willier01,2,Eric Williams
parksch02,2,Cherokee Parks
obanned01,2,Ed O'Bannon
respesh01,2,Shawn Respert
kingji02,2,Jimmy King
burroju01,2,Junior Burrough
alexaco01,2,Cory Alexander
carrch01,2,Chris Carr
besttr01,1,Travis Best
ostergr01,2,Greg Ostertag
davisma02,2,Mark Davis
caffeja01,2,Jason Caffey
amayaas01,2,Ashraf Amaya
braggma01,2,Marques Bragg
willico02,1,Corliss Williamson
roelo01,2,Lou Roe
motenla01,2,Lawrence Moten
snower01,2,Eric Snow
goldwan01,2,Anthony Goldwire
allenje01,2,Jerome Allen
marshdo02,2,Donny Marshall
renchte01,2,Terrence Rencher
vaughda02,2,David Vaughn
esposvi01,2,Vincenzo Esposito
lenarvo01,1,Voshon Lenard
manniri01,3,Rich Manning
amaecjo01,2,John Amaechi
fordsh01,3,Sherell Ford
childra01,2,Randolph Childress
mundtto01,3,Todd Mundt
declean01,2,Andrew DeClercq
danilsa01,2,Sasha Danilovic
bennema01,2,Mario Bennett
lewisma01,2,Martin Lewis
vandelo01,2,Logan Vander Velden
hoibefr01,2,Fred Hoiberg
cvetkra01,2,Rastko Cvetkovic
mcdancl01,2,Clint McDaniel
hamilth01,2,Thomas Hamilton
webstje01,3,Jeff Webster
bookeme01,2,Melvin Booker
johnsda02,2,Darryl Johnson
whitfdw01,2,Dwayne Whitfield
boycedo01,2,Donnie Boyce
ruscost01,3,Stefano Rusconi
kingfr01,3,Frankie King
cokerjo01,2,John Coker
nathaho01,3,Howard Nathan
beckco01,2,Corey Beck
marticu01,3,Cuonzo Martin
heggsal01,2,Alvin Heggs
churcro01,2,Robert Churchwell
lewisce01,3,Cedric Lewis
claxtch01,2,Charles Claxton
sykesla01,2,Larry Sykes
malonma01,2,Matt Maloney
kittlke01,2,Kerry Kittles
allenra02,2,Ray Allen
walkean02,2,Antoine Walker
rogerro02,2,Roy Rogers
fishede01,2,Derek Fisher
abdursh01,2,Shareef Abdur-Rahim
potapvi01,2,Vitaly Potapenko
wrighlo02,2,Lorenzen Wright
iversal01,2,Allen Iverson
fulleto02,2,Todd Fuller
dampier01,2,Erick Dampier
bryanko01,2,Kobe Bryant
knightr01,2,Travis Knight
szabobr01,2,Brett Szabo
wallajo01,1,John Wallace
garrede01,2,Dean Garrett
marbust01,2,Stephon Marbury
andersh01,2,Shandon Anderson
nashst01,1,Steve Nash
livinra01,2,Randy Livingston
cambyma01,2,Marcus Camby
delkto01,2,Tony Delk
owesra01,2,Ray Owes
harriot01,2,Othella Harrington
rosema01,2,Malik Rose
onealje01,2,Jermaine O'Neal
healsh01,2,Shane Heal
walkesa01,2,Samaki Walker
robinch01,2,Chris Robinson
gearyre01,2,Reggie Geary
feickja01,2,Jamie Feick
bradtma01,3,Mark Bradtke
laudepr01,2,Priest Lauderdale
hamda01,2,Darvin Ham
hamerst01,2,Steve Hamer
mccarwa01,2,Walter McCarty
wallabe01,2,Ben Wallace
willije01,1,Jerome Williams
muursma01,2,Martin Muursepp
hawkimi01,2,Michael Hawkins
hendrma01,2,Mark Hendrickson
stricer01,2,Erick Strickland
whitedo01,2,Donald Whiteside
salvake01,2,Kevin Salvadori
brownma01,2,Marcus Brown
davisbe01,2,Ben Davis
llamaho01,2,Horacio Llamas Grey
mccasam01,2,Amal McCaskill
scottsh01,2,Shawnelle Scott
scottbr01,2,Brent Scott
driggna01,2,Nate Driggers
evansbr01,2,Brian Evans
davisem01,2,Emanual Davis
mcinnje01,1,Jeff McInnis
smithst02,2,Stevin Smith
boneyde01,2,Dexter Boney
djordal01,2,Aleksandar Djordjevic
nembhru01,2,Ruben Nembhard
scottja01,2,James Scott
norrimo01,2,Moochie Norris
sasseja01,3,Jason Sasser
grayev01,3,Evric Gray
carruji01,3,Jimmy Carruth
nickega01,3,Gaylon Nickerson
grayde01,2,Devin Gray
steigma01,3,Matt Steigenga
stephjo01,2,Joe Stephens
bowenbr01,2,Bruce Bowen
duncati01,2,Tim Duncan
hendece02,2,Cedric Henderson
ilgauzy01,2,Zydrunas Ilgauskas
stewami01,1,Michael Stewart
fortsda01,2,Danny Fortson
mercero01,1,Ron Mercer
knighbr01,2,Brevin Knight
thomati01,2,Tim Thomas
johnsan02,1,Anthony Johnson
daniean01,2,Antonio Daniels
catoke01,2,Kelvin Cato
tayloma01,2,Maurice Taylor
jacksbo01,2,Bobby Jackson
anderde01,2,Derek Anderson
washier01,2,Eric Washington
battito01,2,Tony Battie
mcgratr01,1,Tracy McGrady
vanhoke01,2,Keith Van Horn
abdulta01,2,Tariq Abdul-Wahad
rhodero01,2,Rodrick Rhodes
closske01,2,Keith Closs
foylead01,2,Adonal Foyle
fundela01,2,Lawrence Funderburke
billuch01,2,Chauncey Billups
vaughja01,1,Jacque Vaughn
willial02,1,Alvin Williams
anstech01,2,Chris Anstey
crawfch01,2,Chris Crawford
wellsbu01,3,Bubba Wells
willitr01,2,Travis Williams
brunsri01,2,Rick Brunson
garnech01,2,Chris Garner
honeyje01,2,Jerald Honeycutt
parkean01,2,Anthony Parker
wheatde01,2,DeJuan Wheat
pollasc01,2,Scot Pollard
milicma01,2,Marko Milic
thomajo02,1,John Thomas
obannch01,2,Charles O'Bannon
grayed01,2,Ed Gray
garriki01,2,Kiwane Garris
popema01,2,Mark Pope
barrydr01,2,Drew Barry
farmeto01,2,Tony Farmer
croshau01,2,Austin Croshere
smithch04,2,Charles Smith
collija01,2,James Collins
shammgo01,2,God Shammgod
ollieke01,2,Kevin Ollie
lawsoja01,2,Jason Lawson
jonesdo01,2,Dontae' Jones
stewake01,3,Kebu Stewart
larueru01,2,Rusty LaRue
nordgje01,2,Jeff Nordgaard
taylojo01,2,Johnny Taylor
grimmde01,2,Derek Grimm
willibr01,2,Brandon Williams
cottoja02,2,James Cotton
hansore01,2,Reggie Hanson
hudsotr01,2,Troy Hudson
boothke01,2,Keith Booth
cunniwi01,2,William Cunningham
bohanet01,2,Etdrick Bohannon
stokeed01,2,Ed Stokes
sealssh01,3,Shea Seals
mcdonmi01,2,Michael McDonald
hughela01,2,Larry Hughes
cartevi01,0,Vince Carter
harprma01,2,Matt Harpring
davidko01,1,Kornel David
dickemi01,2,Michael Dickerson
willija02,1,Jason Williams
nesbyty01,2,Tyrone Nesby
bibbymi01,2,Mike Bibby
moblecu01,2,Cuttino Mobley
doleami01,2,Michael Doleac
traylro01,2,Robert Traylor
piercpa01,2,Paul Pierce
stojape01,2,Peja Stojakovic
jamisan01,2,Antawn Jamison
nowitdi01,1,Dirk Nowitzki
lopezfe01,2,Felipe Lopez
davisri01,2,Ricky Davis
olowomi01,2,Michael Olowokandi
carrco01,2,Cory Carr
garripa01,2,Pat Garrity
millebr01,2,Brad Miller
pattean01,3,Andrae Patterson
mcleoro01,2,Roshown McLeod
drewbr01,2,Bryce Drew
brownge02,2,Gerald Brown
benjaco01,2,Corey Benjamin
hendejr01,3,J.R. Henderson
jonesch03,2,Charles Jones
clarkke01,1,Keon Clark
jacksra02,2,Randell Jackson
baileto01,2,Toby Bailey
mohamna01,2,Nazr Mohammed
mccoyje01,1,Jelani McCoy
garnema01,2,Marlon Garnett
patteru01,2,Ruben Patterson
stepavl01,2,Vladimir Stepania
harrial01,2,Al Harrington
skinnbr01,2,Brian Skinner
lewisra02,1,Rashard Lewis
whiteja01,2,Jahidi White
kingge02,2,Gerard King
stackry01,2,Ryan Stack
sheppje01,2,Jeff Sheppard
boykiea01,2,Earl Boykins
jamesje01,2,Jerome James
luety01,2,Tyronn Lue
jonesda01,2,Damon Jones
lafrera01,2,Raef LaFrentz
shawca01,3,Casey Shaw
marksse01,1,Sean Marks
wellsbo01,2,Bonzi Wells
simonmi01,2,Miles Simon
ndiayma01,3,Makhtar N'Diaye
simsal01,2,Alvin Sims
grantpa01,2,Paul Grant
youngko01,2,Korleone Young
sundobr01,2,Bruno Sundov
willish01,2,Shammond Williams
mccarke01,2,Kelly McCarty
jacobsa01,2,Sam Jacobson
alumape01,2,Peter Aluma
mooremi01,1,Mikki Moore
nestera01,2,Rasho Nesterovic
wheelty01,2,Tyson Wheeler
wintetr01,3,Trevor Winter
kernejo01,2,Jonathan Kerner
bakerla01,1,LaMark Baker
davisba01,2,Baron Davis
millean02,2,Andre Miller
atkinch01,2,Chucky Atkins
terryja01,1,Jason Terry
poseyja01,2,James Posey
brandel01,1,Elton Brand
cartean01,2,Anthony Carter
francst01,2,Steve Francis
maggeco01,2,Corey Maggette
odomla01,1,Lamar Odom
cummivo01,2,Vonteego Cummings
lewisqu01,2,Quincy Lewis
szczewa02,2,Wally Szczerbiak
artesro01,2,Metta World Peace
griffad01,2,Adrian Griffin
thomake01,2,Kenny Thomas
ruffimi01,2,Michael Ruffin
hamilri01,2,Richard Hamilton
robined01,2,Eddie Robinson
averywi01,2,William Avery
maccuto01,2,Todd MacCulloch
palacmi01,1,Milt Palacio
bowenry01,2,Ryan Bowen
mariosh01,1,Shawn Marion
georgde01,2,Devean George
buckngr01,2,Greg Buckner
padgesc01,1,Scott Padgett
bowdlca01,2,Cal Bowdler
herrech01,2,Chris Herren
ekeziob01,2,Obinna Ekezie
buforro01,1,Rodney Buford
jonesju01,2,Jumaine Jones
profila01,2,Laron Profit
eschmev01,2,Evan Eschmeyer
glovedi01,2,Dion Glover
